file	package	origin	assertions_summary	unique_type_assertions	runtime_coverage	evidence	verdict	notes
packages/architecture-lab/use-cases/dtslint/WorkItem.tst.ts	@beep/architecture-lab-use-cases	generated	Checks CreateWorkItemCommand construction and that repository/factory/error mapper stay out of the public namespace.	no	partial	packages/tooling/tool/cli/src/commands/Architecture/internal/AcceptedProofManifest.ts:334,packages/architecture-lab/use-cases/test/WorkItem.test.ts,packages/architecture-lab/use-cases/test/SchemaParity.test.ts	safe-delete	Generated public-boundary template; no bespoke contract beyond scaffold topology.
packages/documents/domain/dtslint/SyncConflict.tst.ts	@beep/documents-domain	handwritten	Pins entity/table literals, persistence column/storage metadata, conflict/resolution unions, branded identity fields, Options, and JSON payload shape.	yes	partial	packages/documents/domain/dtslint/SyncConflict.tst.ts:12,packages/documents/domain/dtslint/SyncConflict.tst.ts:24,packages/documents/domain/dtslint/SyncConflict.tst.ts:34,packages/documents/domain/test/SyncConflict.test.ts	review	Port metadata literals, union members, and Option/branded field assertions.
packages/documents/domain/dtslint/SyncCursor.tst.ts	@beep/documents-domain	handwritten	Pins entity metadata, column/storage literals, cursor status union, branded workspace field, and optional event/error fields.	yes	partial	packages/documents/domain/dtslint/SyncCursor.tst.ts:11,packages/documents/domain/dtslint/SyncCursor.tst.ts:21,packages/documents/domain/dtslint/SyncCursor.tst.ts:27,packages/documents/domain/test/SyncCursor.test.ts	review	Port status, metadata, and Option field assertions.
packages/documents/domain/dtslint/SyncItem.tst.ts	@beep/documents-domain	handwritten	Pins entity metadata, state union, branded/value fields, NonNegativeInt fields, and nine Option projections.	yes	partial	packages/documents/domain/dtslint/SyncItem.tst.ts:13,packages/documents/domain/dtslint/SyncItem.tst.ts:21,packages/documents/domain/dtslint/SyncItem.tst.ts:28,packages/documents/domain/test/SyncItem.test.ts	review	Port state union and branded/Option projection assertions.
packages/documents/domain/dtslint/SyncOperation.tst.ts	@beep/documents-domain	handwritten	Pins entity metadata, operation/status unions, branded ids/paths, integer fields, and optional target/digest/error projections.	yes	partial	packages/documents/domain/dtslint/SyncOperation.tst.ts:14,packages/documents/domain/dtslint/SyncOperation.tst.ts:26,packages/documents/domain/dtslint/SyncOperation.tst.ts:36,packages/documents/domain/test/SyncOperation.test.ts	review	Port operation/status unions plus storage and Option/branded field assertions.
packages/documents/server/dtslint/SyncConflictServer.tst.ts	@beep/documents-server	handwritten	Pins in-memory/Drizzle repository Effect requirements and Layer outputs, including negative proof that Postgres cannot disappear.	yes	partial	packages/documents/server/dtslint/SyncConflictServer.tst.ts:15,packages/documents/server/dtslint/SyncConflictServer.tst.ts:23,packages/documents/server/test/SyncConflictServer.test.ts,packages/documents/server/test/integration/SyncRepositoriesDrizzle.pglite.test.ts	review	Port the Postgres requirement and negative Layer<...,never,never> assertion.
packages/documents/server/dtslint/SyncCursorServer.tst.ts	@beep/documents-server	handwritten	Pins in-memory/Drizzle repository Effect requirements and Layer outputs, including retained Postgres dependency.	yes	partial	packages/documents/server/dtslint/SyncCursorServer.tst.ts:15,packages/documents/server/dtslint/SyncCursorServer.tst.ts:23,packages/documents/server/test/SyncCursorServer.test.ts	review	Port Drizzle Effect/Layer requirement and negative dependency proof.
packages/documents/server/dtslint/SyncItemServer.tst.ts	@beep/documents-server	handwritten	Pins in-memory/Drizzle repository Effect requirements and Layer outputs, including retained Postgres dependency.	yes	partial	packages/documents/server/dtslint/SyncItemServer.tst.ts:12,packages/documents/server/dtslint/SyncItemServer.tst.ts:18,packages/documents/server/test/SyncItemServer.test.ts	review	Port Drizzle Effect/Layer requirement and negative dependency proof.
packages/documents/server/dtslint/SyncOperationServer.tst.ts	@beep/documents-server	handwritten	Pins in-memory/Drizzle repository Effect requirements and Layer outputs, including retained Postgres dependency.	yes	partial	packages/documents/server/dtslint/SyncOperationServer.tst.ts:15,packages/documents/server/dtslint/SyncOperationServer.tst.ts:23,packages/documents/server/test/SyncOperationServer.test.ts	review	Port Drizzle Effect/Layer requirement and negative dependency proof.
packages/documents/server/dtslint/VaultSyncEngineServer.tst.ts	@beep/documents-server	handwritten	Pins engine/fixture factory requirements and composed Layer output, Config error, Postgres/filesystem/path requirements, plus a negative fully-provided proof.	yes	partial	packages/documents/server/dtslint/VaultSyncEngineServer.tst.ts:43,packages/documents/server/dtslint/VaultSyncEngineServer.tst.ts:50,packages/documents/server/dtslint/VaultSyncEngineServer.tst.ts:61,packages/documents/server/test/VaultSyncEngine.test.ts	review	High-value port: exact R/E Layer channels for all three composed live layers.
packages/documents/tables/dtslint/SyncConflictTable.tst.ts	@beep/documents-tables	handwritten	Pins TableFor compatibility, descriptor literals/storage kinds, Drizzle select/insert equality, and converter signatures.	yes	partial	packages/documents/tables/dtslint/SyncConflictTable.tst.ts:8,packages/documents/tables/dtslint/SyncConflictTable.tst.ts:27,packages/documents/tables/test/SyncConflictTable.test.ts	review	Port TableFor, row/insert equality, and converter types; runtime round-trips do not pin inference.
packages/documents/tables/dtslint/SyncCursorTable.tst.ts	@beep/documents-tables	handwritten	Pins TableFor compatibility, descriptor literals/storage kinds, Drizzle select/insert equality, and converter signatures.	yes	partial	packages/documents/tables/dtslint/SyncCursorTable.tst.ts:8,packages/documents/tables/dtslint/SyncCursorTable.tst.ts:23,packages/documents/tables/test/SyncCursorTable.test.ts	review	Port TableFor, row/insert equality, and converter types.
packages/documents/tables/dtslint/SyncItemTable.tst.ts	@beep/documents-tables	handwritten	Pins root DbSchema shape, TableFor compatibility, descriptor/storage literals, row/insert equality, and converter signatures.	yes	partial	packages/documents/tables/dtslint/SyncItemTable.tst.ts:12,packages/documents/tables/dtslint/SyncItemTable.tst.ts:21,packages/documents/tables/dtslint/SyncItemTable.tst.ts:33,packages/documents/tables/test/SyncItemTable.test.ts	review	Port DbSchema and Drizzle inference/converter assertions.
packages/documents/tables/dtslint/SyncOperationTable.tst.ts	@beep/documents-tables	handwritten	Pins TableFor compatibility, descriptor/storage literals, row/insert equality, and converter signatures.	yes	partial	packages/documents/tables/dtslint/SyncOperationTable.tst.ts:8,packages/documents/tables/dtslint/SyncOperationTable.tst.ts:29,packages/documents/tables/test/SyncOperationTable.test.ts	review	Port TableFor, row/insert equality, and converter types.
packages/documents/use-cases/dtslint/SyncConflict.tst.ts	@beep/documents-use-cases	handwritten	Pins repository method success/error unions, Service shape, and an intentionally empty public barrel.	yes	partial	packages/documents/use-cases/dtslint/SyncConflict.tst.ts:12,packages/documents/use-cases/dtslint/SyncConflict.tst.ts:18,packages/documents/use-cases/dtslint/SyncConflict.tst.ts:30,packages/documents/use-cases/test/SyncConflict.test.ts	review	Port method error unions and keyof-public-equals-never boundary.
packages/documents/use-cases/dtslint/SyncCursor.tst.ts	@beep/documents-use-cases	handwritten	Pins find/upsert Effect results/errors, Service shape, and an intentionally empty public barrel.	yes	partial	packages/documents/use-cases/dtslint/SyncCursor.tst.ts:12,packages/documents/use-cases/dtslint/SyncCursor.tst.ts:22,packages/documents/use-cases/test/SyncCursor.test.ts	review	Port Option result/error channels and empty-public-barrel assertion.
packages/documents/use-cases/dtslint/SyncItem.tst.ts	@beep/documents-use-cases	handwritten	Pins create/update/find/list Effect success/error unions, Service shape, and an intentionally empty public barrel.	yes	partial	packages/documents/use-cases/dtslint/SyncItem.tst.ts:15,packages/documents/use-cases/dtslint/SyncItem.tst.ts:27,packages/documents/use-cases/dtslint/SyncItem.tst.ts:40,packages/documents/use-cases/test/SyncItem.test.ts	review	Port all repository error channels and empty-public-barrel assertion.
packages/documents/use-cases/dtslint/SyncOperation.tst.ts	@beep/documents-use-cases	handwritten	Pins enqueue/update/list/requeue Effect success/error unions, Service shape, and an intentionally empty public barrel.	yes	partial	packages/documents/use-cases/dtslint/SyncOperation.tst.ts:15,packages/documents/use-cases/dtslint/SyncOperation.tst.ts:39,packages/documents/use-cases/dtslint/SyncOperation.tst.ts:54,packages/documents/use-cases/test/SyncOperation.test.ts	review	Port repository error channels and empty-public-barrel assertion.
packages/documents/use-cases/dtslint/Sync.tst.ts	@beep/documents-use-cases	handwritten	Pins mirror/engine method Effect channels, Context Service shapes, and exact public/server export separation.	yes	partial	packages/documents/use-cases/dtslint/Sync.tst.ts:15,packages/documents/use-cases/dtslint/Sync.tst.ts:22,packages/documents/use-cases/dtslint/Sync.tst.ts:32,packages/documents/use-cases/test/Sync.test.ts	review	Port engine error channels and negative server-port/public export assertions.
packages/drivers/acp/dtslint/Acp.tst.ts	@beep/acp	handwritten	Pins root module exports, protocol version, generated request type, client/agent Effect and Stream channels, Layer signatures, error union, and terminal kill result.	yes	partial	packages/drivers/acp/dtslint/Acp.tst.ts:17,packages/drivers/acp/dtslint/Acp.tst.ts:43,packages/drivers/acp/dtslint/Acp.tst.ts:67,packages/drivers/acp/test/protocol.test.ts,packages/drivers/acp/test/agent.test.ts	review	Port service/stream/layer/error-channel assertions; export-not-never checks alone are redundant.
packages/drivers/anthropic/dtslint/Anthropic.tst.ts	@beep/anthropic	handwritten	Pins client/language-model Layer outputs and ConfigError/no-requirement channels plus options-driven factory typing.	yes	partial	packages/drivers/anthropic/dtslint/Anthropic.tst.ts:14,packages/drivers/anthropic/dtslint/Anthropic.tst.ts:23,packages/drivers/anthropic/test/Anthropic.test.ts	review	Port exact Layer R/E channels.
packages/drivers/box/dtslint/Box.tst.ts	@beep/box	handwritten	Pins generated and handwritten operation payload/result/error types, byte/event streams, method-name inclusion, and Effect stream upload payload acceptance.	yes	partial	packages/drivers/box/dtslint/Box.tst.ts:8,packages/drivers/box/dtslint/Box.tst.ts:18,packages/drivers/box/dtslint/Box.tst.ts:26,packages/drivers/box/test/Box.service.test.ts	review	Port handwritten byte/event operations and BoxMethodName coverage.
packages/drivers/drizzle/dtslint/Drizzle.tst.ts	@beep/drizzle	handwritten	Pins error constructor overloads/fields, rejected invalid inputs, decoded rows, service Layer, execute and transaction Effect channels.	yes	partial	packages/drivers/drizzle/dtslint/Drizzle.tst.ts:18,packages/drivers/drizzle/dtslint/Drizzle.tst.ts:36,packages/drivers/drizzle/dtslint/Drizzle.tst.ts:47,packages/drivers/drizzle/test/Drizzle.errors.test.ts	review	Port negative constructor cases and service/transaction error-channel types.
packages/drivers/drizzle/dtslint/EntityTable.tst.ts	@beep/drizzle	handwritten	Builds schema-first fixtures and pins literal table/entity/storage/value-strategy metadata, entity-schema identity, and derived column surfaces.	yes	partial	packages/drivers/drizzle/dtslint/EntityTable.tst.ts:103,packages/drivers/drizzle/dtslint/EntityTable.tst.ts:114,packages/drivers/drizzle/test/EntityTable.test.ts	review	High-value generic inference proof; port metadata/value-strategy and explicit codec-to-column projections.
packages/drivers/face-detection/dtslint/FaceDetection.tst.ts	@beep/face-detection	handwritten	Pins config/request/error constructors, service Layer/shape, and detector Effect result/error channel.	yes	partial	packages/drivers/face-detection/dtslint/FaceDetection.tst.ts:19,packages/drivers/face-detection/dtslint/FaceDetection.tst.ts:27,packages/drivers/face-detection/test/FaceDetection.service.test.ts	review	Port detector Effect and Layer types; constructor checks are redundant.
packages/drivers/ffmpeg/dtslint/FFmpeg.tst.ts	@beep/ffmpeg	handwritten	Pins typed errors, Layer dependencies, request/result/event types, and Effect channels for probe/extract/frame/GIF/metadata operations.	yes	partial	packages/drivers/ffmpeg/dtslint/FFmpeg.tst.ts:34,packages/drivers/ffmpeg/dtslint/FFmpeg.tst.ts:53,packages/drivers/ffmpeg/dtslint/FFmpeg.tst.ts:61,packages/drivers/ffmpeg/test/FFmpeg.service.test.ts,packages/drivers/ffmpeg/test/FFmpeg.capture.test.ts	review	Port Layer environment and operation result/error channels.
packages/drivers/firecrawl/dtslint/Firecrawl.tst.ts	@beep/firecrawl	handwritten	Checks public schema/service exports and pins scrape Effect and watcher Stream success/error types.	yes	partial	packages/drivers/firecrawl/dtslint/Firecrawl.tst.ts:16,packages/drivers/firecrawl/dtslint/Firecrawl.tst.ts:19,packages/drivers/firecrawl/test/Firecrawl.service.test.ts	review	Port Effect/Stream method signatures; constructor smoke checks can go.
packages/drivers/hubspot/dtslint/HubSpot.tst.ts	@beep/hubspot	handwritten	Only smoke-checks service export and declared schema constructor return types.	no	covered	packages/drivers/hubspot/dtslint/HubSpot.tst.ts:6,packages/drivers/hubspot/test/HubSpot.service.test.ts	safe-delete	Compile-only-redundant constructor/export checks; no error, environment, encoded, or negative assertion.
packages/drivers/libpff/dtslint/Libpff.tst.ts	@beep/libpff	handwritten	Pins literal constants, engine/descriptor interfaces, error translation, config/value helpers, EML helpers, message model, and JSON encoder SchemaError channel.	yes	partial	packages/drivers/libpff/dtslint/Libpff.tst.ts:44,packages/drivers/libpff/dtslint/Libpff.tst.ts:59,packages/drivers/libpff/dtslint/Libpff.tst.ts:82,packages/drivers/libpff/test/Libpff.service.test.ts,packages/drivers/libpff/test/Libpff.eml.test.ts	review	Port engine interface/error translation and encoder Effect channel; helper string returns are redundant.
packages/drivers/m365/dtslint/M365.tst.ts	@beep/m365	handwritten	Defines 22 compile-time drift guards against Microsoft Graph key sets and pins decoded service download result/error typing.	yes	partial	packages/drivers/m365/dtslint/M365.tst.ts:34,packages/drivers/m365/dtslint/M365.tst.ts:41,packages/drivers/m365/dtslint/M365.tst.ts:69,packages/drivers/m365/test/M365.service.test.ts	review	Very high-value: port every DecodedGraphKeyDrift assertion; runtime tests cannot detect upstream declaration drift.
packages/drivers/openai-compat/dtslint/OpenAiCompat.tst.ts	@beep/openai-compat	handwritten	Pins client Effect/Stream errors, Layer HttpClient requirement, language-model factory Layer/Model types, and decoded optional response fields as Option.	yes	partial	packages/drivers/openai-compat/dtslint/OpenAiCompat.tst.ts:35,packages/drivers/openai-compat/dtslint/OpenAiCompat.tst.ts:52,packages/drivers/openai-compat/dtslint/OpenAiCompat.tst.ts:64,packages/drivers/openai-compat/test/OpenAiCompat.language-model.test.ts	review	Port Effect AI adapter and Option-decoding type assertions.
packages/drivers/pacer/dtslint/Pacer.tst.ts	@beep/pacer	handwritten	Pins literal domains, rejected invalid config/mock/payloads, layer composition, auth/PCL Effect and Stream channels, schemas, and typed errors.	yes	partial	packages/drivers/pacer/dtslint/Pacer.tst.ts:38,packages/drivers/pacer/dtslint/Pacer.tst.ts:63,packages/drivers/pacer/dtslint/Pacer.tst.ts:72,packages/drivers/pacer/dtslint/Pacer.tst.ts:92,packages/drivers/pacer/test/Pacer.test.ts	review	Port negative inputs and exact layer/service channel assertions.
packages/drivers/phoenix/dtslint/Phoenix.tst.ts	@beep/phoenix	handwritten	Pins layer/service Effect error channels and rejects raw API key/missing dataset name construction.	yes	partial	packages/drivers/phoenix/dtslint/Phoenix.tst.ts:25,packages/drivers/phoenix/dtslint/Phoenix.tst.ts:54,packages/drivers/phoenix/test/Phoenix.service.test.ts	review	Port Layer/Effect channels and negative constructor cases.
packages/drivers/postgres/dtslint/Postgres.tst.ts	@beep/postgres	handwritten	Pins SQLSTATE helpers, error constructors and invalid name rejection, client/Drizzle/migration Effect and Layer channels, and native interop exports.	yes	partial	packages/drivers/postgres/dtslint/Postgres.tst.ts:34,packages/drivers/postgres/dtslint/Postgres.tst.ts:56,packages/drivers/postgres/dtslint/Postgres.tst.ts:60,packages/drivers/postgres/test/Postgres.errors.test.ts	review	Port invalid SQLSTATE and exact migration/Layer E/R channels.
packages/drivers/runpod/dtslint/Runpod.tst.ts	@beep/runpod	handwritten	Pins API/docs Layers and error channels, service method Effects, and rejects raw API key/missing body construction.	yes	partial	packages/drivers/runpod/dtslint/Runpod.tst.ts:20,packages/drivers/runpod/dtslint/Runpod.tst.ts:50,packages/drivers/runpod/test/Runpod.service.test.ts	review	Port Layer/Effect channels and negative constructor cases.
packages/drivers/sanity/dtslint/Sanity.tst.ts	@beep/sanity	handwritten	Only pins VERSION literal and smoke-checks service/config/request constructors.	no	covered	packages/drivers/sanity/dtslint/Sanity.tst.ts:6,packages/drivers/sanity/test/Sanity.service.test.ts	safe-delete	VERSION is source-declared and constructor returns are compile-only redundant; no channel or negative coverage.
packages/drivers/tika/dtslint/Tika.tst.ts	@beep/tika	handwritten	Pins engine/descriptor interfaces, branded PosInt timeout inference, content/error constructors, and driver error reason translation.	yes	partial	packages/drivers/tika/dtslint/Tika.tst.ts:23,packages/drivers/tika/dtslint/Tika.tst.ts:26,packages/drivers/tika/test/Tika.service.test.ts,packages/drivers/tika/test/Tika.errors.test.ts	review	Port engine-interface parity and branded timeout type; basic constructors are redundant.
packages/drivers/venice-ai/dtslint/VeniceAI.tst.ts	@beep/venice-ai	handwritten	Pins literal domains/invalid operation, Effect and Stream error channels, descriptor/layer requirements, invalid API key, and Effect AI adapter Model types.	yes	partial	packages/drivers/venice-ai/dtslint/VeniceAI.tst.ts:34,packages/drivers/venice-ai/dtslint/VeniceAI.tst.ts:48,packages/drivers/venice-ai/dtslint/VeniceAI.tst.ts:61,packages/drivers/venice-ai/dtslint/VeniceAI.tst.ts:77,packages/drivers/venice-ai/test/VeniceAI.service.test.ts	review	Port negative literal/config plus service, Layer, and AI adapter types.
packages/drivers/xai/dtslint/XAi.tst.ts	@beep/xai	handwritten	Pins Layer output/error/HttpClient requirements, rejects raw API key, and pins Effect AI service/Layer/Model adapter types.	yes	partial	packages/drivers/xai/dtslint/XAi.tst.ts:12,packages/drivers/xai/dtslint/XAi.tst.ts:18,packages/drivers/xai/dtslint/XAi.tst.ts:23,packages/drivers/xai/test/XAi.service.test.ts	review	Port exact Layer and AI adapter types plus negative config construction.
packages/epistemic/config/dtslint/EpistemicConfig.tst.ts	@beep/epistemic-config	handwritten	Checks server config construction and that resolveSinkAudience returns the declared closed SinkAudience type.	no	covered	packages/epistemic/config/dtslint/EpistemicConfig.tst.ts:6,packages/epistemic/config/dtslint/EpistemicConfig.tst.ts:15,packages/epistemic/config/test/Config.test.ts	safe-delete	The resolver assertion does not prove exhaustiveness beyond its source return signature; runtime tests cover behavior.
packages/epistemic/domain/dtslint/EpistemicDomain.tst.ts	@beep/epistemic-domain	handwritten	Pins ClaimLifecycle, CandidateClaim identity/persistence metadata, UsageRecord Option/branded fields, and append result type.	yes	partial	packages/epistemic/domain/dtslint/EpistemicDomain.tst.ts:18,packages/epistemic/domain/dtslint/EpistemicDomain.tst.ts:22,packages/epistemic/domain/dtslint/EpistemicDomain.tst.ts:37,packages/epistemic/domain/test/EpistemicDomain.test.ts	review	Port literal lifecycle, identity/storage metadata, and credential/activity Option types.
packages/epistemic/domain/dtslint/ExecutionAuthority.tst.ts	@beep/epistemic-domain	handwritten	Pins security vocabulary unions, exact evaluator/boundary denial partition, Draft versus Frozen parameter invariant, GrantSet union, and verdict discriminant.	yes	partial	packages/epistemic/domain/dtslint/ExecutionAuthority.tst.ts:20,packages/epistemic/domain/dtslint/ExecutionAuthority.tst.ts:38,packages/epistemic/domain/dtslint/ExecutionAuthority.tst.ts:51,packages/epistemic/domain/test/ExecutionAuthority.test.ts	review	Very high-value: port exact vocabularies, denial partition, and freeze invariant.
packages/epistemic/tables/dtslint/EpistemicTables.tst.ts	@beep/epistemic-tables	handwritten	Pins full DbSchema, raw ledger row/name types, EntityTable compatibility, and extensive storage metadata including bitemporal timestampMillis invariants.	yes	partial	packages/epistemic/tables/dtslint/EpistemicTables.tst.ts:20,packages/epistemic/tables/dtslint/EpistemicTables.tst.ts:35,packages/epistemic/tables/dtslint/EpistemicTables.tst.ts:82,packages/epistemic/tables/test/EpistemicTables.test.ts,packages/epistemic/tables/test/ExecutionRecordTables.test.ts	review	Very high-value: port DbSchema, ledger row inference, and bitemporal storage-kind assertions.
packages/epistemic/use-cases/dtslint/ContradictionTriageBoundaries.tst.ts	@beep/epistemic-use-cases	handwritten	Pins public RPC/action exports, forbids repository/server errors and query from public surface, and pins review Effect error union with no requirements.	yes	partial	packages/epistemic/use-cases/dtslint/ContradictionTriageBoundaries.tst.ts:10,packages/epistemic/use-cases/dtslint/ContradictionTriageBoundaries.tst.ts:12,packages/epistemic/use-cases/dtslint/ContradictionTriageBoundaries.tst.ts:17,packages/epistemic/use-cases/test/ContradictionTriage.rpc.test.ts	review	Port negative public-boundary assertions and exact review error union.
packages/foundation/capability/chalk/dtslint/Chalk.tst.ts	@beep/chalk	handwritten	Pins node/browser entry parity, encoded/decoded schema models, literal support/color domains, callable fluent builder, compatibility arrays, metadata, and invalid literals.	yes	partial	packages/foundation/capability/chalk/dtslint/Chalk.tst.ts:37,packages/foundation/capability/chalk/dtslint/Chalk.tst.ts:46,packages/foundation/capability/chalk/dtslint/Chalk.tst.ts:63,packages/foundation/capability/chalk/dtslint/Chalk.tst.ts:89,packages/foundation/capability/chalk/test/index.test.ts	review	Port browser parity, encoded/decoded equality, callable builder, and negative literal assertions.
packages/foundation/capability/colors/dtslint/Colors.tst.ts	@beep/colors	handwritten	Pins node/browser formatter parity, formatter accepted inputs, process-like schema fields, and rejects non-boolean isTTY.	yes	partial	packages/foundation/capability/colors/dtslint/Colors.tst.ts:16,packages/foundation/capability/colors/dtslint/Colors.tst.ts:24,packages/foundation/capability/colors/dtslint/Colors.tst.ts:29,packages/foundation/capability/colors/test/index.test.ts	review	Port formatter input union/browser parity and negative process shape.
packages/foundation/capability/file-processing/dtslint/FileProcessing.tst.ts	@beep/file-processing	handwritten	Pins subpath exports, schema construction, test engine interface, Layer Crypto requirement, service Effect success/error/requirement channels, and result discriminants.	yes	partial	packages/foundation/capability/file-processing/dtslint/FileProcessing.tst.ts:50,packages/foundation/capability/file-processing/dtslint/FileProcessing.tst.ts:53,packages/foundation/capability/file-processing/dtslint/FileProcessing.tst.ts:64,packages/foundation/capability/file-processing/test/FileProcessing.test.ts	review	Port Layer/Effect channels and result discriminant unions.
